season,week,gameday,away_team,home_team,spread_home,total_line_close,home_moneyline_close,away_moneyline_close,p_market,home_win_prob_market,away_win_prob_market,home_win_prob_model,away_win_prob_model,home_win_prob_model_cal,away_win_prob_model_cal
2025,4,2025-09-28,WAS,ATL,1.5,43.5,-130.0,110.0,0.5485961085831343,0.5485961085831343,0.45140389141686565,0.011561549791942313,0.9884384502080577,0.0421455938697318,0.9578544061302682
2025,4,2025-09-28,NO,BUF,15.5,47.5,-1350.0,800.0,0.8823630078749228,0.8823630078749228,0.11763699212507717,0.9981999003303703,0.0018000996696296845,1.0,0.0
2025,4,2025-09-28,GB,DAL,-7.0,47.5,285.0,-360.0,0.2869998372477183,0.2869998372477183,0.7130001627522817,0.14380425228124313,0.8561957477187568,0.14204545454545456,0.8579545454545454
2025,4,2025-09-28,CLE,DET,10.0,44.5,-535.0,400.0,0.7858349830425586,0.7858349830425586,0.2141650169574414,0.9170609034195223,0.08293909658047771,0.9040767386091128,0.09592326139088725
2025,4,2025-09-28,TEN,HOU,7.0,39.5,-410.0,320.0,0.7130001627522816,0.7130001627522816,0.2869998372477184,0.886021196604822,0.11397880339517796,0.8996929375639714,0.1003070624360286
2025,4,2025-09-28,BAL,KC,-2.5,48.5,124.0,-148.0,0.41945769517934034,0.41945769517934034,0.5805423048206597,0.8300936453841626,0.16990635461583736,0.8555900621118012,0.14440993788819878
2025,4,2025-09-28,IND,LA,,,,,0.5,0.5,0.5,0.05948110748362749,0.9405188925163726,0.10989010989010989,0.8901098901098901
2025,4,2025-09-28,CHI,LV,1.5,47.5,-112.0,-108.0,0.5485961085831343,0.5485961085831343,0.45140389141686565,0.05579874398083305,0.9442012560191669,0.10989010989010989,0.8901098901098901
2025,4,2025-09-28,CAR,NE,5.5,42.5,-238.0,195.0,0.6715050342254059,0.6715050342254059,0.32849496577459414,0.07565111852865768,0.9243488814713423,0.12464985994397759,0.8753501400560224
2025,4,2025-09-28,LAC,NYG,-6.0,43.5,225.0,-278.0,0.31431988606174616,0.31431988606174616,0.6856801139382538,0.117018104311179,0.882981895688821,0.13221153846153846,0.8677884615384616
2025,4,2025-09-28,MIN,PIT,-2.5,40.5,120.0,-142.0,0.41945769517934034,0.41945769517934034,0.5805423048206597,0.0535393958068922,0.9464606041931078,0.10989010989010989,0.8901098901098901
2025,4,2025-09-28,JAX,SF,3.0,46.5,-166.0,140.0,0.5962826992967879,0.5962826992967879,0.4037173007032121,0.5504870288039193,0.4495129711960807,0.5440414507772021,0.4559585492227979
2025,4,2025-09-28,PHI,TB,-3.5,44.5,164.0,-198.0,0.3881726309982629,0.3881726309982629,0.6118273690017371,0.3239329338186236,0.6760670661813764,0.26156299840510366,0.7384370015948963
2025,4,2025-09-29,CIN,DEN,,,,,0.5,0.5,0.5,0.9755530343131292,0.02444696568687077,0.9568965517241379,0.0431034482758621
2025,4,2025-09-29,NYJ,MIA,,,,,0.5,0.5,0.5,0.4208236920536843,0.5791763079463157,0.3592989289191821,0.6407010710808179
2025,5,2025-10-02,SF,LA,,,,,0.5,0.5,0.5,0.3400687538768791,0.6599312461231208,0.26156299840510366,0.7384370015948963
2025,5,2025-10-05,TEN,ARI,,,,,0.5,0.5,0.5,0.8479850258740222,0.15201497412597775,0.8607520564042304,0.13924794359576964
2025,5,2025-10-05,HOU,BAL,,,,,0.5,0.5,0.5,0.6409430581326387,0.35905694186736126,0.7435549525101763,0.25644504748982366
2025,5,2025-10-05,NE,BUF,,,,,0.5,0.5,0.5,0.8753958338128943,0.12460416618710568,0.8607520564042304,0.13924794359576964
2025,5,2025-10-05,MIA,CAR,,,,,0.5,0.5,0.5,0.9772908847815084,0.022709115218491616,0.9572072072072072,0.0427927927927928
2025,5,2025-10-05,DET,CIN,,,,,0.5,0.5,0.5,0.009368586424314613,0.9906314135756854,0.0421455938697318,0.9578544061302682
2025,5,2025-10-05,MIN,CLE,,,,,0.5,0.5,0.5,0.04836809424976839,0.9516319057502316,0.08623087621696801,0.913769123783032
2025,5,2025-10-05,LV,IND,,,,,0.5,0.5,0.5,0.9767434708661059,0.02325652913389409,0.9568965517241379,0.0431034482758621
2025,5,2025-10-05,WAS,LAC,,,,,0.5,0.5,0.5,0.19623903018861605,0.8037609698113839,0.18647166361974407,0.8135283363802559
2025,5,2025-10-05,NYG,NO,,,,,0.5,0.5,0.5,0.17254959943687895,0.827450400563121,0.14342629482071714,0.8565737051792829
2025,5,2025-10-05,DAL,NYJ,,,,,0.5,0.5,0.5,0.8029267141779587,0.1970732858220413,0.8385899814471244,0.16141001855287562
2025,5,2025-10-05,DEN,PHI,,,,,0.5,0.5,0.5,0.7622650058506617,0.2377349941493383,0.8183376178234791,0.18166238217652086
2025,5,2025-10-05,TB,SEA,,,,,0.5,0.5,0.5,0.602633690916053,0.397366309083947,0.6608333333333334,0.3391666666666666
2025,5,2025-10-06,KC,JAX,,,,,0.5,0.5,0.5,0.36185155536546815,0.6381484446345318,0.26156299840510366,0.7384370015948963
2025,6,2025-10-09,PHI,NYG,,,,,0.5,0.5,0.5,0.14974316886684041,0.8502568311331595,0.14204545454545456,0.8579545454545454
2025,6,2025-10-12,LA,BAL,,,,,0.5,0.5,0.5,0.6052972169265068,0.39470278307349316,0.6608333333333334,0.3391666666666666
2025,6,2025-10-12,DAL,CAR,,,,,0.5,0.5,0.5,0.9896516402400077,0.010348359759992265,0.9883720930232558,0.011627906976744207
2025,6,2025-10-12,CIN,GB,,,,,0.5,0.5,0.5,0.9722976378038913,0.027702362196108665,0.9562955254942768,0.043704474505723234
2025,6,2025-10-12,ARI,IND,,,,,0.5,0.5,0.5,0.9349805715046526,0.06501942849534736,0.9237668161434978,0.07623318385650224
2025,6,2025-10-12,SEA,JAX,,,,,0.5,0.5,0.5,0.581556011487162,0.41844398851283804,0.602,0.398
2025,6,2025-10-12,DET,KC,,,,,0.5,0.5,0.5,0.5896148081382554,0.4103851918617446,0.602,0.398
2025,6,2025-10-12,TEN,LV,,,,,0.5,0.5,0.5,0.632671179720555,0.367328820279445,0.7435549525101763,0.25644504748982366
2025,6,2025-10-12,LAC,MIA,,,,,0.5,0.5,0.5,0.3101250410752029,0.6898749589247971,0.2222222222222222,0.7777777777777778
2025,6,2025-10-12,NE,NO,,,,,0.5,0.5,0.5,0.09044343059480009,0.9095565694051999,0.12464985994397759,0.8753501400560224
2025,6,2025-10-12,DEN,NYJ,,,,,0.5,0.5,0.5,0.5795154502762575,0.4204845497237425,0.602,0.398
2025,6,2025-10-12,CLE,PIT,,,,,0.5,0.5,0.5,0.6624536028089267,0.33754639719107327,0.7474048442906575,0.25259515570934254
2025,6,2025-10-12,SF,TB,,,,,0.5,0.5,0.5,0.5528378304091858,0.44716216959081423,0.5440414507772021,0.4559585492227979
2025,6,2025-10-13,BUF,ATL,,,,,0.5,0.5,0.5,0.01809284038887724,0.9819071596111227,0.07807807807807808,0.9219219219219219
2025,6,2025-10-13,CHI,WAS,,,,,0.5,0.5,0.5,0.5410222313206954,0.4589777686793046,0.5178777393310268,0.48212226066897323
2025,7,2025-10-16,PIT,CIN,,,,,0.5,0.5,0.5,0.37865139429265293,0.6213486057073471,0.28808290155440414,0.7119170984455958
2025,7,2025-10-19,GB,ARI,,,,,0.5,0.5,0.5,0.5915244369054654,0.4084755630945346,0.6608333333333334,0.3391666666666666
2025,7,2025-10-19,NO,CHI,,,,,0.5,0.5,0.5,0.8674237754165722,0.13257622458342777,0.8607520564042304,0.13924794359576964
2025,7,2025-10-19,MIA,CLE,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,WAS,DAL,,,,,0.5,0.5,0.5,0.5463853673072545,0.4536146326927455,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,NYG,DEN,,,,,0.5,0.5,0.5,0.5449846124722173,0.4550153875277827,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,LA,JAX,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,LV,KC,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,IND,LAC,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,PHI,MIN,,,,,0.5,0.5,0.5,0.9655270691189789,0.0344729308810211,0.9562955254942768,0.043704474505723234
2025,7,2025-10-19,CAR,NYJ,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-19,ATL,SF,,,,,0.5,0.5,0.5,0.9579158059917438,0.04208419400825625,0.9267241379310345,0.07327586206896552
2025,7,2025-10-19,NE,TEN,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-20,TB,DET,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,7,2025-10-20,HOU,SEA,,,,,0.5,0.5,0.5,0.8010150491817936,0.19898495081820644,0.8385899814471244,0.16141001855287562
2025,8,2025-10-23,MIN,LAC,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,MIA,ATL,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,CHI,BAL,,,,,0.5,0.5,0.5,0.5484851164295741,0.4515148835704259,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,BUF,CAR,,,,,0.5,0.5,0.5,0.5439335777420926,0.4560664222579074,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,NYJ,CIN,,,,,0.5,0.5,0.5,0.5470854708193088,0.4529145291806912,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,DAL,DEN,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,SF,HOU,,,,,0.5,0.5,0.5,0.5456850802837299,0.45431491971627014,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,TEN,IND,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,CLE,NE,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,TB,NO,,,,,0.5,0.5,0.5,0.5463853673072545,0.4536146326927455,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,NYG,PHI,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,8,2025-10-26,GB,PIT,,,,,0.5,0.5,0.5,0.5470854708193088,0.4529145291806912,0.5178777393310268,0.48212226066897323
2025,8,2025-10-27,WAS,KC,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-10-30,BAL,MIA,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,KC,BUF,,,,,0.5,0.5,0.5,0.5463853673072545,0.4536146326927455,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,CHI,CIN,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,MIN,DET,,,,,0.5,0.5,0.5,0.5470854708193088,0.4529145291806912,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,CAR,GB,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,DEN,HOU,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,NO,LA,,,,,0.5,0.5,0.5,0.5484851164295741,0.4515148835704259,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,JAX,LV,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,ATL,NE,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,SF,NYG,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,IND,PIT,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,LAC,TEN,,,,,0.5,0.5,0.5,0.5449846124722173,0.4550153875277827,0.5178777393310268,0.48212226066897323
2025,9,2025-11-02,SEA,WAS,,,,,0.5,0.5,0.5,0.5435831453933664,0.4564168546066336,0.5178777393310268,0.48212226066897323
2025,9,2025-11-03,ARI,DAL,,,,,0.5,0.5,0.5,0.5435831453933664,0.4564168546066336,0.5178777393310268,0.48212226066897323
2025,10,2025-11-06,LV,DEN,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,NO,CAR,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,NYG,CHI,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,JAX,HOU,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,ATL,IND,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,PIT,LAC,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,BUF,MIA,,,,,0.5,0.5,0.5,0.5470854708193088,0.4529145291806912,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,BAL,MIN,,,,,0.5,0.5,0.5,0.5449846124722173,0.4550153875277827,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,CLE,NYJ,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,ARI,SEA,,,,,0.5,0.5,0.5,0.5463853673072545,0.4536146326927455,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,LA,SF,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,NE,TB,,,,,0.5,0.5,0.5,0.5484851164295741,0.4515148835704259,0.5178777393310268,0.48212226066897323
2025,10,2025-11-09,DET,WAS,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,10,2025-11-10,PHI,GB,,,,,0.5,0.5,0.5,0.5435831453933664,0.4564168546066336,0.5178777393310268,0.48212226066897323
2025,11,2025-11-13,NYJ,NE,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,SF,ARI,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,CAR,ATL,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,TB,BUF,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,BAL,CLE,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,KC,DEN,,,,,0.5,0.5,0.5,0.5446343116228345,0.4553656883771655,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,LAC,JAX,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
2025,11,2025-11-16,SEA,LA,,,,,0.5,0.5,0.5,0.5460352465642755,0.4539647534357245,0.5178777393310268,0.48212226066897323
